NAME OF DATA ELEMENT,dev-category,developer-friendly name,API data type,INDEX,VARIABLE NAME,VALUE,LABEL,SOURCE,SHOWN/USE ON SITE,NOTES,,,
"Average net price for $0-$48,000 family income (public institutions)",cost,net_price.public.by_income_level.0-48000,integer,,NPT4_048_PUB,,,IPEDS,,"The average annual total cost of attendance (CostT4_A, CostT4_P), including tuition and fees, books and supplies, and living expenses, minus the average grant/scholarship aid, by detailed income category. It is calculated for all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. It is included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions for each of the following three aggregated income categories: $0-$48,000; $48,001-$75,000; $75,001 or more. For public institutions, this metric is limited to full-time, first-time, degree/certificate-seeking undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. For academic-year institutions, net price represents an average of all programs and includes only full-time, first-time, degree/certificate-seeking undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), net price represents the program with the largest enrollment at the institution and it includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled at any time during the academic year. For programs less than 1 year in length (see LPROGRAM), this represents the net price for the full program. The total cost of attendance depends on whether full-time, first-time, degree/certificate-seeking undergraduates live on campus, off campus (not with family), or off campus (with family). Income categories are calculated from the income values used by the institution to calculate financial aid eligibility. For a dependent student, this includes the student's and the parents' income. For an independent student, this includes the student's adjusted gross income and, if the student is married, the spouse's income. This metric is not available prior to the 2009-10 academic year.",,,
"Average net price for $0-$48,000 family income (private for-profit and nonprofit institutions)",cost,net_price.private.by_income_level.0-48000,integer,,NPT4_048_PRIV,,,IPEDS,,ibid,,,
"Average net price for $30,001-$75,000 family income (public institutions)",cost,net_price.public.by_income_level.30001-75000,integer,,NPT4_3075_PUB,,,IPEDS,,ibid,,,
"Average net price for $30,001-$75,000 family income (private for-profit and nonprofit institutions)",cost,net_price.private.by_income_level.30001-75000,integer,,NPT4_3075_PRIV,,,IPEDS,,ibid,,,
"Average net price for $75,000+ family income (public institutions)",cost,net_price.public.by_income_level.75000-plus,integer,,NPT4_75UP_PUB,,,IPEDS,,ibid,,,
"Average net price for $75,000+ family income (private for-profit and nonprofit institutions)",cost,net_price.private.by_income_level.75000-plus,integer,,NPT4_75UP_PRIV,,,IPEDS,,ibid,,,
Number of Title IV students (public institutions),cost,title_iv.public.all,integer,,NUM4_PUB,,,IPEDS,,"The number of full-time, first-time, degree/certificate-seeking undergraduates who received Title IV aid (http://nces.ed.gov/ipeds/glossary/index.asp?searchtype=term&keyword=title+iv+aid), included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions. For public institutions, this metric is limited to full-time, first-time, degree/certificate-seeking undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. For academic-year institutions, this metric includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), this metric represents the program with the largest enrollment at the institution, and it includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled at any time during the academic year. This metric is not available prior to the 2009-10 academic year.",,,
Number of Title IV students (private for-profit and nonprofit institutions),cost,title_iv.private.all,integer,,NUM4_PRIV,,,IPEDS,,ibid,,,
"Number of Title IV students, $0-$30,000 family income (public institutions)",cost,title_iv.public.by_income_level.0-30000,integer,,NUM41_PUB,,,IPEDS,,"The number of full-time, first-time, degree/certificate-seeking undergraduates who received Title IV aid (see NUM4_PUB, NUM4_PRIV), by income category, included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions for each of the following five income categories: $0-$30,000; $30,001-$48,000; $48,001-$75,000; $75,001-$110,000; $110,001 or more. For public institutions, this metric is limited to full-time, first-time, degree/certificate-seeking undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. For academic-year institutions, this metric includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), this metric represents the program with the largest enrollment at the institution, and it includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled at any time during the academic year. This metric is not available prior to the 2009-10 academic year.",,,
"Number of Title IV students, $30,001-$48,000 family income (public institutions)",cost,title_iv.public.by_income_level.30001-48000,integer,,NUM42_PUB,,,IPEDS,,ibid,,,
"Number of Title IV students, $48,001-$75,000 family income (public institutions)",cost,title_iv.public.by_income_level.48001-75000,integer,,NUM43_PUB,,,IPEDS,,ibid,,,
"Number of Title IV students, $75,001-$110,000 family income (public institutions)",cost,title_iv.public.by_income_level.75001-110000,integer,,NUM44_PUB,,,IPEDS,,ibid,,,
"Number of Title IV students, $110,000+ family income (public institutions)",cost,title_iv.public.by_income_level.110001-plus,integer,,NUM45_PUB,,,IPEDS,,ibid,,,
"Number of Title IV students, $0-$30,000 family income (private for-profit and nonprofit institutions)",cost,title_iv.private.by_income_level.0-30000,integer,,NUM41_PRIV,,,IPEDS,,ibid,,,
"Number of Title IV students, $30,001-$48,000 family income (private for-profit and nonprofit institutions)",cost,title_iv.private.by_income_level.30001-48000,integer,,NUM42_PRIV,,,IPEDS,,ibid,,,
"Number of Title IV students, $48,001-$75,000 family income (private for-profit and nonprofit institutions)",cost,title_iv.private.by_income_level.48001-75000,integer,,NUM43_PRIV,,,IPEDS,,ibid,,,
"Number of Title IV students, $75,001-$110,000 family income (private for-profit and nonprofit institutions)",cost,title_iv.private.by_income_level.75001-110000,integer,,NUM44_PRIV,,,IPEDS,,ibid,,,
"Number of Title IV students, $110,000+ family income (private for-profit and nonprofit institutions)",cost,title_iv.private.by_income_level.110001-plus,integer,,NUM45_PRIV,,,IPEDS,,ibid,,,
Average cost of attendance (academic year institutions),cost,attendance.academic_year,integer,,COSTT4_A,,,IPEDS,,"The average annual total cost of attendance, including tuition and fees, books and supplies, and living expenses for all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. It is calculated from values in the IPEDS Institutional Characteristics and Student Financial Aid components. Separate metrics are calculated for academic-year institutions and program-year institutions. For academic-year institutions, average cost of attendance represents an average of all programs and includes only full-time, first-time, degree/certificate-seeking undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), average cost of attendance represents the program with the largest enrollment at the institution, and it includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled at any time during the academic year. For programs less than 1 year in length (see LPROGRAM), this represents the cost for the full program.",,,
Average cost of attendance (program-year institutions),cost,attendance.program_year,integer,,COSTT4_P,,,IPEDS,,ibid,,,
In-state tuition and fees,cost,tuition.in_state,integer,integer,TUITIONFEE_IN,,,IPEDS,,,,,
Out-of-state tuition and fees,cost,tuition.out_of_state,integer,integer,TUITIONFEE_OUT,,,IPEDS,,,,,
Tuition and fees for program-year institutions,cost,tuition.program_year,integer,,TUITIONFEE_PROG,,,IPEDS,,,,,
Net tuition revenue per full-time equivalent student,school,tuition_revenue_per_fte,integer,,TUITFTE,,,IPEDS,,Net tuition revenue (tuition revenue minus discounts and allowances) divided by the number of FTE students (undergraduates and graduate students) (http://nces.ed.gov/ipeds/glossary/index.asp?id=854). Net tuition revenue is included in the IPEDS Finance component and FTE enrollment is included in the IPEDS 12-Month Enrollment component. This metric includes graduate students.,,,
Instructional expenditures per full-time equivalent student,school,instructional_expenditure_per_fte,integer,,INEXPFTE,,,IPEDS,,Instructional expenditures divided by the number of FTE students (undergraduates and graduate students) (http://nces.ed.gov/ipeds/glossary/index.asp?id=854). Instructional expenditures are included in the IPEDS Finance component and FTE enrollment is included in the IPEDS 12-Month Enrollment component. This metric includes graduate students.,,,
Average faculty salary,school,faculty_salary,integer,,AVGFACSAL,,,IPEDS,,"Average faculty salary per month, calculated from the IPEDS Human Resources component. This metric is calculated as the total salary outlays divided by the number of months worked for all full-time nonmedical instructional staff. Prior to the 2011-12 academic year, when months worked were reported in groups, the value for 9-10 months is estimated as 9.5 months and the value for 11-12 months is estimated as 11.5 months. Values prior to the 2003-04 academic year are limited to degree-granting institutions for consistency with values in subsequent academic years.",,,
Proportion of faculty that is full-time,school,ft_faculty_rate,float,,PFTFAC,,,IPEDS,,"Proportion of faculty that are employed full time, calculated from the IPEDS Human Resources component. This metric is calculated as the number of full-time nonmedical faculty divided by the total number of nonmedical faculty. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.",,,
Percentage of undergraduates who receive a Pell Grant,aid,pell_grant_rate,float,,PCTPELL,,,IPEDS,,"The proportion of undergraduates who received a Pell grant in the academic year, calculated from the IPEDS Student Financial Aid component. This metric is calculated by IPEDS as the quotient of the number of Pell grant recipients divided by the count of all undergraduates for either a fall enrollment cohort (for institutions that primarily follow an academic year calendar system) or a full-year enrollment cohort (for institutions that primarily follow a continuous enrollment or program-based calendar system). Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent. This metric is not available prior to the 2008-09 academic year.",,,
"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion)",completion,completion_rate_4yr_150nt,float,,C150_4,,,IPEDS,,"The proportion of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort (D150_4, D150_L4). For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent. Pooled figures include two cohorts of students.",,,
"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion)",completion,completion_rate_less_than_4yr_150nt,float,,C150_L4,,,IPEDS,,ibid,,,
"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion), pooled for two year rolling averages",completion,completion_rate_4yr_150nt_pooled,float,float,C150_4_POOLED,,,IPEDS,,,,,
"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion), pooled for two year rolling averages",completion,completion_rate_less_than_4yr_150nt_pooled,float,,C150_L4_POOLED,,,IPEDS,,,,,
Years used for rolling averages of completion rate C150_[4/L4]_POOLED and transfer rate TRANS_[4/L4]_POOLED,completion,pooled_yrs_used,integer,,POOLYRS,,,IPEDS,,,,,
"Share of entering undergraduate students who are first-time, full-time degree-/certificate-seeking undergraduate students",student,share_first.time_full.time,float,,PFTFTUG1_EF,,,IPEDS,,Available in 2006-07 and later data files,,,
Adjusted cohort count for completion rate at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150nt,integer,,D150_4,,,IPEDS,,"The number of full-time, first-time, degree/certificate-seeking undergraduates used by the institution to calculate completion rate within 150 percent of normal time, included in the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is based on the number of full-time, first-time, degree/certificate-seeking undergraduates who initially enrolled in the fall term (for institutions that primarily follow an academic year calendar system) or any time during the academic year (for institutions that primarily follow a continuous enrollment or program-based calendar system). Institutions may exclude full-time, first-time, degree/certificate-seeking undergraduates who left the institution due to death, total and permanent disability, active military duty, service in the Peace Corps or other federal foreign aid program, or service on an official church mission (http://nces.ed.gov/ipeds/glossary/index.asp?searchtype=term&keyword=adjusted+cohort). The entering class used in this metric depends on the level of institution (see ICLEVEL). Four-year institutions use full-time, first-time, degree/certificate-seeking undergraduates who started at the institution 6 years earlier. Less-than-4-year institutions use full-time, first-time, degree/certificate-seeking undergraduates who started at the institution 3 years earlier. Pooled figures include two cohorts of students.",,,
Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150nt,integer,,D150_L4,,,IPEDS,,ibid,,,
"Adjusted cohort count for completion rate at four-year institutions (denominator of 150% completion rate), pooled for two-year rolling averages",completion,completion_cohort_4yr_150nt_pooled,integer,,D150_4_POOLED,,,IPEDS,,,,,
"Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 150% completion rate), pooled for two-year rolling averages",completion,completion_cohort_less_than_4yr_150nt_pooled,integer,,D150_L4_POOLED,,,IPEDS,,,,,
"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for white students",completion,completion_rate_4yr_150_white,float,,C150_4_WHITE,,,IPEDS,,"The proportion of White full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort. For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008-09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011-12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008-09, 2009-10, and 2010-11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.",,,
